,pic_data,answers
774,"[255, 255, 255, 255, 255, 255, 75, 255, 255, 179, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 204, 209, 204, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 17, 17, 17, 113, 113, 255, 255, 158, 255, 107, 17, 17, 62, 17, 17, 17, 17, 158, 53, 209, 255, 68, 17, 68, 255, 255, 204, 68, 17, 68, 255, 255, 255, 62, 17, 17, 113, 209, 255, 113, 62, 17, 209, 255, 255, 209, 17, 17, 17, 68, 56, 255, 0, 209, 77, 255, 96, 255, 209, 17, 17, 17, 17, 62, 255, 255, 255, 164, 113, 158, 255, 255, 113, 17, 17, 17, 62, 255, 255, 158, 17, 17, 158, 255, 255, 158, 62, 17, 17, 158, 255, 255, 17, 17, 62, 255, 255, 255, 68, 17, 17, 98, 255, 255, 158, 17, 17, 17, 62, 62, 17, 17, 62, 255, 255, 255, 255, 255, 113, 68, 17, 17, 17, 68, 158, 255, 255, 255, 255, 255, 255, 255, 209, 113, 209, 255, 72, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 90, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",28
775,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 113, 255, 126, 65, 255, 255, 255, 255, 255, 209, 17, 17, 17, 255, 255, 255, 255, 255, 255, 75, 131, 209, 17, 17, 47, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 17, 255, 255, 255, 255, 255, 255, 255, 255, 204, 17, 17, 68, 204, 113, 17, 68, 113, 255, 255, 255, 209, 17, 17, 62, 17, 17, 17, 17, 17, 62, 255, 255, 209, 17, 17, 17, 62, 209, 158, 113, 17, 17, 113, 255, 209, 17, 17, 17, 255, 255, 255, 209, 68, 17, 62, 255, 158, 17, 17, 158, 255, 255, 255, 255, 62, 17, 17, 255, 158, 17, 17, 113, 255, 255, 255, 255, 68, 17, 17, 255, 158, 17, 17, 164, 255, 255, 255, 255, 62, 17, 17, 255, 68, 17, 17, 62, 255, 255, 255, 255, 62, 17, 62, 255, 113, 17, 17, 17, 158, 255, 255, 113, 17, 17, 68, 51, 158, 17, 62, 17, 17, 62, 62, 17, 17, 17, 209, 255, 158, 68, 62, 209, 62, 17, 17, 17, 62, 209, 255, 90, 255, 255, 255, 255, 255, 158, 158, 158, 141, 83, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 161, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",11
776,"[255, 225, 255, 255, 255, 161, 255, 132, 255, 255, 255, 90, 209, 113, 113, 209, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 158, 255, 255, 255, 255, 255, 152, 255, 255, 164, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 204, 17, 17, 68, 255, 255, 255, 158, 62, 68, 113, 255, 255, 62, 17, 62, 255, 255, 209, 17, 17, 62, 255, 255, 255, 68, 17, 17, 204, 255, 62, 17, 17, 209, 255, 255, 255, 113, 17, 17, 77, 158, 17, 17, 113, 255, 255, 255, 255, 209, 17, 17, 62, 68, 17, 62, 204, 255, 255, 76, 255, 209, 68, 17, 17, 17, 17, 17, 68, 255, 255, 255, 255, 255, 17, 17, 17, 17, 17, 17, 17, 62, 255, 255, 255, 255, 113, 17, 17, 17, 209, 62, 17, 17, 113, 255, 255, 255, 113, 17, 17, 113, 255, 255, 17, 17, 17, 113, 255, 255, 209, 17, 17, 62, 255, 255, 209, 62, 17, 17, 255, 255, 255, 62, 17, 62, 255, 255, 255, 209, 17, 62, 255, 255, 255, 62, 17, 17, 255, 255, 255, 255, 255, 174, 255, 255, 255, 158, 113, 209, 255, 255, 255, 255, 47, 164, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 147, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 95, 255, 255, 255]",20
777,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 45, 146, 255, 204, 255, 255, 255, 255, 143, 255, 255, 255, 255, 255, 255, 255, 140, 255, 255, 255, 74, 255, 255, 255, 255, 255, 62, 68, 62, 68, 113, 255, 255, 255, 255, 255, 255, 62, 17, 17, 17, 17, 17, 113, 255, 255, 113, 47, 158, 17, 62, 113, 62, 17, 17, 68, 204, 62, 17, 17, 62, 62, 255, 255, 255, 17, 17, 17, 17, 209, 17, 17, 17, 209, 0, 255, 255, 164, 17, 17, 17, 255, 68, 17, 17, 158, 255, 255, 255, 255, 68, 17, 17, 255, 113, 17, 17, 113, 255, 126, 255, 255, 113, 17, 17, 255, 255, 17, 17, 17, 255, 255, 255, 255, 255, 17, 17, 255, 255, 113, 17, 17, 113, 167, 255, 255, 59, 113, 17, 255, 255, 158, 17, 17, 68, 255, 255, 152, 255, 158, 17, 158, 255, 255, 62, 17, 17, 209, 255, 255, 255, 255, 113, 62, 209, 255, 158, 17, 17, 62, 255, 255, 59, 255, 255, 255, 255, 255, 255, 68, 62, 158, 137, 255, 122, 255, 255, 17, 255, 255, 60, 158, 255, 255, 255, 255, 255, 255, 117, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 42, 255, 255, 137, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 177, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",23
778,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 106, 255, 255, 255, 255, 255, 255, 255, 255, 209, 158, 62, 81, 255, 255, 209, 113, 158, 204, 255, 158, 68, 17, 17, 158, 174, 158, 17, 17, 17, 17, 113, 68, 62, 113, 62, 17, 113, 17, 17, 17, 17, 17, 17, 17, 86, 255, 209, 17, 17, 113, 255, 255, 113, 17, 17, 113, 255, 255, 255, 17, 62, 204, 255, 255, 158, 17, 17, 62, 255, 255, 255, 17, 17, 255, 255, 255, 204, 17, 17, 68, 255, 255, 255, 17, 17, 204, 255, 255, 255, 17, 17, 17, 255, 255, 255, 17, 17, 209, 255, 255, 255, 68, 17, 68, 209, 255, 255, 17, 17, 113, 182, 255, 255, 62, 17, 17, 209, 255, 56, 17, 17, 113, 255, 255, 255, 158, 17, 17, 113, 68, 72, 17, 17, 17, 255, 255, 132, 158, 17, 17, 113, 255, 255, 68, 17, 68, 255, 255, 255, 255, 113, 209, 209, 255, 255, 107, 158, 158, 255, 53, 255, 255, 255, 255, 255, 255, 255, 255, 255, 116, 255, 255, 255, 177, 255, 92, 255, 255, 255, 132, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 117, 255, 255, 255, 255, 255, 255, 255, 255, 255, 237, 255, 255, 255, 255, 156, 255, 255, 255]",22
779,"[255, 255, 255, 255, 255, 255, 113, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 89, 255, 51, 255, 255, 255, 21, 255, 72, 255, 255, 255, 255, 255, 255, 255, 158, 209, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 62, 204, 255, 158, 158, 113, 158, 255, 255, 255, 255, 17, 17, 113, 113, 17, 17, 17, 17, 68, 204, 68, 62, 17, 17, 17, 17, 17, 62, 62, 68, 17, 62, 17, 17, 113, 17, 17, 17, 68, 209, 255, 255, 209, 17, 17, 17, 113, 17, 17, 17, 107, 255, 45, 255, 255, 68, 17, 17, 158, 17, 17, 17, 158, 255, 255, 255, 255, 62, 17, 17, 204, 17, 17, 17, 204, 255, 255, 255, 255, 17, 17, 62, 255, 17, 17, 17, 164, 255, 255, 255, 255, 62, 17, 62, 255, 62, 17, 17, 62, 255, 255, 140, 107, 17, 17, 17, 255, 62, 17, 17, 17, 62, 113, 62, 17, 17, 17, 62, 255, 204, 158, 68, 17, 17, 17, 62, 107, 17, 17, 68, 255, 255, 255, 255, 209, 158, 158, 209, 209, 17, 17, 113, 255, 68, 17, 113, 158, 255, 255, 255, 113, 17, 17, 158, 255, 62, 17, 17, 68, 204, 255, 158, 68, 17, 68, 209, 255, 209, 17, 17, 17, 17, 17, 17, 17, 17, 107, 255, 255, 255, 255, 113, 68, 62, 68, 62, 68, 113, 149, 255, 255, 152, 255, 101, 255, 255, 204, 255, 255, 255, 255, 255]",16
780,"[255, 255, 255, 255, 204, 113, 158, 255, 255, 255, 255, 255, 255, 201, 255, 255, 158, 17, 17, 113, 201, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 209, 255, 255, 255, 255, 255, 255, 255, 209, 68, 17, 68, 255, 255, 255, 255, 68, 255, 255, 255, 17, 17, 17, 107, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 209, 158, 158, 204, 255, 255, 255, 255, 204, 62, 17, 17, 17, 17, 17, 17, 62, 209, 255, 255, 158, 17, 17, 17, 113, 113, 113, 17, 17, 62, 255, 255, 62, 17, 17, 158, 255, 255, 255, 113, 17, 17, 255, 209, 32, 17, 68, 255, 255, 255, 255, 204, 17, 17, 255, 158, 17, 17, 62, 255, 255, 255, 255, 158, 17, 17, 255, 113, 17, 17, 158, 255, 255, 255, 255, 113, 17, 17, 255, 68, 17, 17, 113, 255, 255, 255, 255, 68, 17, 62, 113, 17, 17, 17, 68, 92, 255, 255, 113, 17, 17, 68, 158, 68, 17, 158, 17, 62, 62, 62, 17, 17, 17, 209, 255, 255, 255, 255, 113, 17, 17, 17, 17, 62, 209, 255, 255, 255, 255, 255, 255, 209, 62, 68, 107, 255, 255, 255, 255, 255, 255, 255, 255, 255, 156, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 116, 255, 255, 255, 255, 255, 96, 255, 255, 255, 255, 255, 255, 255, 255, 201, 255, 255, 255, 42, 255, 255, 255, 255, 255, 255, 255, 255, 255]",11
781,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 98, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 188, 255, 128, 255, 231, 255, 255, 255, 255, 255, 255, 255, 255, 113, 113, 158, 255, 255, 255, 255, 255, 255, 255, 255, 189, 17, 17, 62, 255, 255, 93, 255, 255, 255, 255, 255, 158, 17, 17, 113, 255, 255, 255, 255, 17, 113, 255, 255, 113, 17, 17, 117, 255, 255, 255, 158, 17, 17, 158, 255, 17, 17, 17, 255, 255, 255, 255, 47, 17, 17, 158, 96, 17, 17, 68, 255, 255, 255, 255, 62, 17, 62, 113, 158, 17, 17, 113, 255, 255, 255, 158, 17, 17, 17, 62, 62, 17, 17, 209, 255, 255, 255, 158, 17, 17, 158, 204, 68, 17, 62, 204, 255, 255, 255, 17, 17, 17, 255, 255, 62, 17, 17, 113, 204, 255, 113, 17, 17, 68, 255, 255, 209, 17, 17, 17, 17, 17, 62, 17, 17, 113, 255, 255, 255, 255, 113, 113, 62, 62, 113, 17, 17, 209, 120, 255, 149, 255, 255, 255, 255, 255, 158, 62, 68, 255, 255, 177, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 143, 255, 89, 255, 255, 255, 255, 141, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",30
782,"[255, 255, 255, 255, 158, 68, 17, 17, 17, 255, 255, 255, 255, 204, 113, 62, 17, 17, 17, 17, 68, 204, 255, 255, 255, 62, 17, 17, 17, 62, 62, 158, 21, 255, 255, 255, 255, 158, 17, 17, 158, 86, 255, 255, 255, 255, 255, 255, 255, 209, 17, 17, 158, 255, 255, 209, 204, 255, 255, 255, 255, 209, 68, 17, 113, 158, 68, 17, 17, 62, 158, 255, 11, 255, 17, 17, 17, 17, 17, 17, 17, 17, 17, 113, 158, 255, 113, 17, 17, 17, 113, 204, 158, 17, 17, 17, 158, 255, 107, 17, 17, 158, 255, 255, 255, 158, 17, 17, 255, 137, 164, 68, 158, 255, 255, 255, 255, 255, 68, 17, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 255, 178, 255, 255, 62, 62, 62, 255, 255, 113, 17, 17, 255, 255, 255, 209, 68, 17, 17, 62, 68, 17, 17, 62, 255, 122, 255, 255, 158, 62, 17, 17, 17, 62, 62, 255, 255, 255, 255, 255, 255, 255, 209, 113, 164, 209, 255, 255, 255, 255, 255, 255, 255, 74, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 132, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 209, 255, 255, 255, 255]",5
783,"[255, 255, 255, 158, 255, 255, 204, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 113, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 68, 255, 201, 255, 255, 255, 168, 255, 255, 255, 17, 17, 17, 113, 62, 255, 255, 255, 255, 0, 255, 62, 17, 17, 17, 17, 17, 204, 255, 255, 255, 255, 255, 62, 17, 17, 17, 68, 107, 255, 255, 255, 209, 255, 255, 38, 158, 17, 17, 113, 203, 255, 255, 255, 62, 255, 255, 255, 158, 17, 17, 158, 255, 255, 255, 255, 68, 255, 255, 255, 209, 17, 17, 62, 255, 255, 255, 255, 17, 255, 255, 255, 255, 62, 17, 68, 255, 255, 255, 255, 68, 32, 255, 255, 255, 62, 17, 62, 255, 255, 17, 255, 113, 255, 255, 255, 255, 68, 17, 17, 204, 255, 255, 255, 255, 255, 178, 255, 255, 113, 17, 17, 68, 17, 209, 255, 255, 255, 255, 255, 255, 209, 17, 17, 17, 17, 107, 255, 255, 255, 255, 255, 255, 255, 209, 113, 113, 158, 255, 255, 255, 255, 255, 255, 255, 255, 86, 255, 255, 255, 255, 255, 255, 255, 255, 171, 255, 108, 255, 255, 255, 255, 255, 87, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 185, 255, 255, 255, 255, 255, 255, 255, 255, 77, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",29
784,"[255, 255, 255, 255, 113, 68, 62, 255, 255, 255, 255, 255, 255, 117, 255, 255, 68, 17, 68, 255, 255, 255, 51, 255, 255, 255, 255, 255, 62, 62, 62, 17, 255, 255, 255, 188, 255, 255, 255, 255, 255, 168, 255, 255, 255, 255, 255, 126, 255, 162, 110, 255, 255, 62, 62, 113, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 158, 255, 255, 188, 255, 255, 255, 255, 255, 158, 17, 17, 158, 255, 255, 255, 255, 255, 131, 255, 255, 209, 17, 17, 62, 197, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 68, 255, 255, 255, 5, 255, 255, 255, 255, 255, 62, 17, 17, 209, 255, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 204, 17, 17, 68, 255, 255, 255, 255, 255, 0, 255, 255, 255, 62, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 62, 158, 255, 255, 255, 255, 255, 255, 255, 255, 158, 107, 209, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 147, 255, 255, 105, 255, 102, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 23, 255, 255, 255, 255, 255, 255, 192, 255, 255, 255, 255]",18
785,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 128, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 137, 255, 176, 255, 134, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 96, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 158, 113, 62, 158, 143, 255, 255, 255, 255, 255, 255, 62, 17, 17, 17, 17, 68, 204, 255, 255, 255, 255, 62, 17, 17, 17, 17, 62, 17, 62, 204, 158, 255, 158, 17, 17, 17, 158, 255, 209, 113, 17, 113, 17, 255, 68, 17, 17, 113, 255, 255, 255, 255, 68, 17, 17, 209, 17, 17, 62, 62, 255, 255, 255, 255, 62, 17, 17, 113, 17, 17, 113, 255, 255, 106, 153, 255, 62, 17, 17, 158, 17, 17, 62, 57, 162, 255, 255, 209, 17, 17, 62, 158, 17, 17, 113, 255, 255, 255, 255, 62, 17, 17, 158, 255, 17, 17, 17, 158, 209, 209, 62, 17, 17, 68, 255, 255, 158, 17, 17, 17, 62, 17, 17, 17, 17, 113, 255, 117, 255, 209, 62, 32, 62, 113, 17, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 209, 17, 17, 68, 209, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 62, 255, 255, 255, 255, 255, 255, 66, 255, 62, 17, 17, 62, 255, 255, 255, 107, 255, 255, 255, 158, 68, 17, 113, 255, 255, 255, 255]",26
786,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 83, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 113, 62, 62, 158, 153, 255, 255, 255, 113, 113, 62, 255, 209, 17, 17, 62, 255, 255, 255, 144, 62, 17, 62, 68, 158, 113, 17, 68, 209, 255, 255, 255, 17, 17, 62, 17, 255, 113, 17, 17, 158, 255, 255, 113, 17, 17, 209, 113, 255, 255, 62, 17, 62, 255, 255, 68, 17, 68, 42, 158, 255, 255, 113, 17, 62, 204, 209, 17, 17, 113, 255, 255, 255, 255, 158, 17, 17, 209, 113, 17, 62, 255, 255, 255, 255, 255, 255, 17, 17, 62, 17, 17, 113, 255, 255, 255, 255, 255, 255, 113, 17, 17, 17, 17, 158, 255, 255, 255, 255, 255, 255, 158, 17, 17, 17, 17, 255, 255, 255, 255, 255, 255, 77, 255, 62, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 17, 204, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 62, 255, 255, 255, 255, 255, 209, 17, 62, 17, 17, 17, 158, 255, 255, 255, 255, 255, 255, 68, 17, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 158, 158, 158, 209, 255, 255, 255, 255, 255, 255]",34
787,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 179, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 185, 255, 255, 113, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 204, 255, 255, 255, 255, 255, 255, 255, 255, 167, 255, 113, 158, 107, 209, 158, 17, 68, 62, 158, 255, 255, 158, 17, 17, 113, 255, 255, 17, 17, 17, 17, 209, 204, 17, 17, 62, 209, 255, 255, 255, 158, 17, 17, 62, 113, 17, 17, 17, 255, 255, 255, 255, 255, 113, 17, 17, 17, 17, 62, 255, 255, 255, 255, 255, 98, 255, 68, 17, 17, 62, 209, 255, 255, 255, 255, 255, 255, 255, 107, 17, 17, 17, 62, 255, 255, 255, 255, 255, 170, 209, 68, 17, 17, 17, 17, 158, 255, 255, 255, 255, 255, 113, 17, 17, 107, 17, 17, 17, 158, 146, 255, 255, 209, 17, 17, 62, 255, 158, 17, 17, 68, 209, 255, 255, 17, 17, 17, 209, 255, 255, 62, 17, 17, 68, 255, 113, 68, 62, 158, 255, 255, 255, 255, 158, 209, 204, 108, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 207, 255, 255, 75, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",33
788,"[255, 255, 255, 255, 255, 209, 204, 255, 255, 255, 255, 255, 255, 255, 255, 113, 68, 17, 17, 17, 158, 255, 255, 255, 255, 255, 62, 17, 17, 17, 17, 17, 17, 158, 255, 255, 255, 113, 17, 17, 113, 209, 158, 17, 17, 62, 255, 158, 255, 68, 17, 62, 255, 255, 255, 68, 17, 17, 204, 113, 255, 62, 113, 113, 0, 255, 255, 62, 17, 62, 255, 204, 255, 255, 255, 255, 255, 255, 158, 17, 17, 158, 255, 225, 255, 255, 119, 255, 255, 113, 17, 17, 68, 204, 255, 255, 255, 255, 255, 255, 15, 68, 17, 62, 17, 17, 62, 255, 255, 255, 255, 255, 255, 204, 255, 96, 113, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 204, 62, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 255, 255, 204, 113, 62, 255, 255, 255, 96, 17, 17, 62, 255, 255, 113, 17, 17, 113, 255, 204, 68, 17, 17, 113, 116, 255, 204, 62, 17, 17, 17, 17, 17, 17, 62, 255, 255, 255, 255, 204, 113, 17, 17, 17, 68, 113, 255, 255, 255, 42, 255, 255, 255, 209, 204, 209, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 134, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 195, 165, 255, 255, 255, 255, 255]",3
789,"[255, 255, 47, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 209, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 113, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 158, 255, 255, 57, 158, 113, 113, 158, 143, 255, 17, 17, 113, 255, 255, 62, 17, 17, 17, 17, 113, 255, 62, 17, 17, 158, 62, 17, 17, 62, 17, 17, 17, 113, 209, 17, 17, 62, 17, 113, 255, 255, 209, 17, 17, 17, 255, 68, 17, 17, 17, 255, 255, 201, 134, 158, 17, 17, 255, 158, 17, 17, 68, 255, 255, 255, 255, 255, 68, 17, 255, 255, 17, 17, 17, 209, 255, 255, 255, 255, 107, 17, 255, 255, 158, 17, 17, 113, 255, 255, 255, 255, 158, 17, 255, 255, 57, 62, 17, 17, 158, 255, 255, 255, 62, 17, 255, 150, 255, 113, 17, 17, 17, 113, 158, 62, 17, 17, 62, 123, 255, 255, 17, 17, 17, 62, 17, 17, 17, 113, 255, 255, 255, 255, 17, 17, 17, 158, 209, 158, 255, 255, 255, 255, 255, 255, 71, 62, 62, 158, 255, 255, 255, 123, 255, 138, 255, 255, 255, 204, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 102, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 21, 153, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",11
790,"[255, 255, 255, 255, 255, 255, 204, 209, 209, 255, 255, 255, 255, 255, 255, 255, 209, 62, 17, 17, 68, 62, 255, 255, 255, 72, 255, 255, 17, 17, 17, 17, 17, 17, 17, 255, 255, 255, 255, 62, 17, 17, 113, 204, 113, 17, 17, 113, 255, 255, 204, 62, 17, 62, 255, 255, 255, 68, 17, 62, 255, 255, 164, 17, 17, 56, 255, 255, 255, 62, 17, 62, 255, 255, 62, 17, 17, 158, 255, 255, 255, 62, 17, 62, 209, 255, 68, 17, 17, 209, 255, 255, 255, 62, 17, 62, 62, 255, 11, 17, 17, 255, 255, 255, 204, 17, 17, 62, 68, 204, 17, 17, 68, 255, 255, 255, 209, 17, 17, 17, 17, 77, 17, 17, 17, 255, 255, 255, 113, 17, 17, 113, 17, 158, 17, 17, 113, 255, 255, 255, 113, 17, 17, 204, 17, 255, 17, 17, 17, 255, 255, 255, 17, 17, 17, 255, 113, 224, 113, 17, 17, 113, 209, 62, 17, 17, 113, 255, 255, 255, 204, 62, 17, 17, 17, 17, 17, 62, 209, 255, 255, 255, 255, 204, 113, 62, 17, 62, 113, 209, 255, 255, 255, 255, 255, 255, 255, 255, 204, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 150, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",0
791,"[255, 255, 255, 255, 255, 138, 62, 68, 113, 255, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 209, 17, 62, 62, 255, 255, 255, 255, 255, 255, 255, 255, 51, 255, 255, 255, 255, 255, 255, 255, 228, 143, 255, 255, 209, 62, 158, 158, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 158, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 11, 209, 255, 255, 255, 255, 255, 255, 158, 62, 17, 17, 209, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 62, 209, 182, 255, 213, 255, 255, 114, 255, 105, 17, 17, 62, 255, 96, 255, 255, 255, 255, 255, 255, 255, 62, 17, 62, 255, 107, 255, 255, 255, 255, 255, 255, 255, 62, 17, 62, 255, 123, 255, 255, 255, 255, 255, 255, 204, 17, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 209, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 158, 255, 255, 255, 255, 255, 255, 255, 111, 255, 209, 209, 204, 255, 137, 255, 36, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 23, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 92, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",18
